spot_slug,slug,neighborhood,mall,hours,address,min_budget,max_people,menu_url,whatsapp,phone,instagram,latitude,longitude,is_active,sort_order
huna-huna-social-club,huna-huna-social-club-san-nicolas,San Nicolas,,Jue-Sab 20:00-04:00 · Dom-Mie Cerrado,"Carrera 6 #20-52, San Nicolas, Cali",30000,8,https://linktr.ee/hunahunasocialclub,https://wa.me/573052852569,3052852569,https://instagram.com/hunahunasocialclub,,,true,10
miyamoto,miyamoto-granada,Granada,,Lun-Mar 12:00-15:00 / 17:00-22:00 · Mie-Jue 12:00-15:00 / 17:00-23:00 · Vie 13:00-23:00 · Sab 13:00-20:00 · Dom 12:00-15:00 / 17:00-22:00,"Avenida 9 Norte #13N-21, Cali",60000,6,,,"3043608582",https://instagram.com/miyamotorestaurant,,,true,10
crepes-y-waffles,crepes-y-waffles-jardin-plaza,Ciudad Jardin,Jardín Plaza,Lun-Jue 11:45-21:30 · Vie-Sab 11:45-22:00 · Dom 11:45-21:30,"Centro Comercial Jardín Plaza Cra. 98 #16-200 Local 226B, Cali",25000,6,,,"3229051573",,3.3708445,-76.5278159,true,10
crepes-y-waffles,crepes-y-waffles-chipichape,Chipichape,Chipichape,Lun-Jue 11:45-21:30 · Vie-Sab 11:45-22:00 · Dom 11:45-21:30,"Avenida 6An #37N-35, Centro Comercial Chipichape Local 304, Cali",25000,6,,,"3229051550",,3.476697,-76.527232,true,20
crepes-y-waffles,crepes-y-waffles-unicentro,Ciudad Jardin,Unicentro,Lun-Jue 11:45-21:30 · Vie-Sab 11:45-22:00 · Dom 11:45-21:30,"Carrera 101 #5-169, Centro Comercial Unicentro, Local 513, Cali",25000,6,,,"3229051563",,3.3738837,-76.5389347,true,30
crepes-y-waffles,crepes-y-waffles-mallplaza,Centro Comercial Mallplaza,Mallplaza,Lun-Jue 11:45-21:30 · Vie-Sab 11:45-22:00 · Dom 11:45-21:30,"Cl. 5 #52-210, Centro Comercial Mallplaza, Local 437, Cali",25000,6,,,,,3.4130705,-76.5482602,true,40
cantina-la-15,cantina-la-15-granada,Granada,,Dom 12:00-22:00 · Lun-Mar 18:00-00:00 · Mie 18:00-01:00 · Jue 12:00-01:00 · Vie-Sab 12:00-02:00,"Calle 15N #9N-62, Granada, Cali",60000,8,https://www.cantinala15.com/sedes/,,3009133447,, , ,true,10
cantina-la-15,cantina-la-15-ciudad-jardin,Ciudad Jardin,,Dom 18:00-23:00 · Lun Cerrado · Mar 18:00-00:00 · Mie-Jue 18:00-01:00 · Vie-Sab 18:00-02:00,"Calle 18 #106-42, Ciudad Jardín, Cali",60000,8,https://www.cantinala15.com/sedes/,,3009133447,, , ,true,20
fuku-ramen-bar,fuku-ramen-bar-el-penon,El Peñon,,Dom 12:00-22:00 · Lun-Mie 16:00-21:00 · Jue 16:00-22:00 · Vie-Sab 12:00-22:00,"Carrera 3 #3 Oeste-08 Piso 3, El Peñon, Cali",30000,4,https://www.facebook.com/ramenbarfuku,,3188730324,https://instagram.com/ramenbarfukucali,,,true,10
kora-vibes,kora-vibes-granada,Granada,,Dom 16:00-23:00 · Lun-Jue 15:00-23:00 · Vie-Sab 16:00-02:00,"Av. 9 Nte. #12-76 esquina, Cali",50000,6,,,,,,,true,10
el-colibri,el-colibri-mercadillo-del-penon,El Peñon,Mercadillo del Peñon,Lun-Jue 15:00-22:00 · Vie 15:00-23:00 · Sab-Dom 13:00-23:00,"Calle 3 Oeste 1-80, Mercadillo del Peñón, Cali",35000,6,https://www.tripadvisor.com/Restaurant_Review-g297475-d28492601-Reviews-El_Colibri-Cali_Valle_del_Cauca_Department.html,,3122870298,https://instagram.com/elcolibriest2023,,,true,10
bengala-bandolero,bengala-bandolero-miraflores,Miraflores,,Mie-Jue 17:00-01:30 · Vie-Sab 17:00-02:30 · Dom-Lun-Mar Cerrado,"Calle 4 #26-37 Piso 2, Miraflores, Cali",50000,6,https://www.instagram.com/bengala.bandolero/,,3215278518,https://instagram.com/bengala.bandolero,,,true,10
sonido-central,sonido-central-centro,Centro,,Jue-Sab 20:00-03:00 · Dom-Mie Cerrado,"Calle 12 #3-60, San Pedro, Cali",30000,8,https://sonidocentral.com/,,3117744899,https://instagram.com/sonidocentral,,,true,10
la-boheme,la-boheme-san-antonio,San Antonio,,Dom 12:00-23:00 · Lun-Jue 12:00-00:00 · Vie-Sab 12:00-01:00,"Calle 1 #6-09, Cali",100000,6,https://app.menupp.co/restaurant/laboheme/menu,,3113696667,https://instagram.com/labohemecali,,,true,10
furtivo,furtivo-el-penon,El Peñon,,Dom 18:00-01:30 · Lun-Mie 18:00-00:30 · Jue 18:00-02:00 · Vie-Sab 18:00-02:30,"Calle 1 Oeste #1-32, El Peñon, Cali",70000,6,https://www.tripadvisor.com/Restaurant_Review-g297475-d27161445-Reviews-Furtivo-Cali_Valle_del_Cauca_Department.html,,3173519642,, , ,true,10
gente-comun,gente-comun-san-antonio,San Antonio,,,"Calle 3 #4-52, Barrio San Antonio, Cali",30000,6,https://www.qrcarta.com/restaurant/cali-valle-del-cauca/gente-com%C3%BAn/9094/,,6023489799,, , ,true,10
