spot_slug,slug,neighborhood,mall,hours,address,min_budget,max_people,menu_url,whatsapp,phone,instagram,latitude,longitude,is_active,sort_order
taqueria-chalacas,taqueria-chalacas-granada,Granada,Plazuela Municipal,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Av. 9 Nte #17-27, Granada, Cali",22000,4,https://app.menupp.co/restaurant/chacalacas,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/chacalacasco,,,true,20
taqueria-chalacas,taqueria-chalacas-ciudad-jardin,Ciudad Jardin,Plazuela Municipal,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Calle 15B #103-1, Ciudad Jardín, Cali",22000,4,https://app.menupp.co/restaurant/chacalacas,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/chacalacasco,,,true,30
taqueria-chalacas,taqueria-chalacas-jairo-varela,Centro,Plazoleta Jairo Varela,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Av. 2 Nte #10-70, Tercer Nivel, Plazoleta Jairo Varela, Cali",22000,4,https://app.menupp.co/restaurant/chacalacas,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/chacalacasco,,,true,35
taqueria-chalacas,taqueria-chalacas-pacific-center,Versalles,C.C. Pacific Center,Dom-Jue 12:00-21:00 · Vie-Sab 12:00-22:00,"Calle 36N #6A-65, Local 505, C.C. Pacific Center, Cali",22000,4,https://app.menupp.co/restaurant/sushigreenchacalacas,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/chacalacasco,3.4745539,-76.5280984,true,40
taqueria-chalacas,taqueria-chalacas-unicentro,Sur,C.C. Unicentro,Dom-Jue 12:00-21:00 · Vie-Sab 12:00-22:00,"Cra. 100 #5-169, Local 511B, C.C. Unicentro, Cali",22000,4,https://app.menupp.co/restaurant/sushigreenchacalacas,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/chacalacasco,3.3771820,-76.5394405,true,50
taqueria-chalacas,taqueria-chalacas-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Dom-Jue 12:00-21:00 · Vie-Sab 12:00-22:00,"Cra. 98 #16-200, Local R22, C.C. Jardín Plaza, Cali",22000,4,https://app.menupp.co/restaurant/sushigreenchacalacas,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/chacalacasco,3.3807018,-76.5287250,true,60
bbc,bbc-puerto-125,Pance,Puerto 125,Lun 16:00-22:00 · Mar-Mie 16:00-23:00 · Jue 16:00-00:00 · Vie-Sab 16:00-01:00 · Dom 12:00-21:00,"Calle 16A #124-285, Local 35, Pance, Cali, Valle del Cauca",15000,6,https://tienda.bbccerveceria.com,,316 7362331,,3.3382619,-76.5351225,true,10
bbc,bbc-ciudad-jardin,Ciudad Jardin,El Parque - Cocina al aire libre,Lun-Jue 16:00-00:00 · Vie-Sab 16:00-02:00 · Dom 16:00-00:00,"Cra. 105 #15-09, Ciudad Jardín, Cali, Valle del Cauca, Colombia",15000,6,,,(602) 3481130,,3.3642912,-76.5341899,true,20
bbc,bbc-granada,Granada,,Lun-Mie 16:00-00:00 · Jue 16:00-01:00 · Vie-Sab 16:00-03:00 · Dom 16:00-23:00,"Av. 9 Nte. #14-29, Granada, Cali, Valle del Cauca",15000,6,https://tienda.bbccerveceria.com,,316 7362349,,,,true,30
el-paso,el-paso-puerto-125,Pance,Puerto 125,Dom-Mie 12:00-22:00 · Jue 12:00-23:00 · Vie-Sab 12:00-00:00,"Cra. 125, Puerto 125 con 16A, Puerto 125 Local 10, Pance, Cali",23900,6,https://menupp.co/elpaso?fbclid=PAZXh0bgNhZW0CMTEAAaacpWhXTNg40z0-tieLeBHZkYCwO3_NEzl0UrHiCTr4ibuv7vhPr4TXVoQ_aem_F4s9r_GwoHLjGPOYck7IDA,,,https://instagram.com/elpasohamburguesas/,3.3382619,-76.5351225,true,10
el-paso,el-paso-novena,Novena,,Dom-Mie 12:00-22:00 · Jue 12:00-23:00 · Vie-Sab 12:00-00:00,"Calle 9 #56-250, Cali",23900,6,https://menupp.co/elpaso?fbclid=PAZXh0bgNhZW0CMTEAAaacpWhXTNg40z0-tieLeBHZkYCwO3_NEzl0UrHiCTr4ibuv7vhPr4TXVoQ_aem_F4s9r_GwoHLjGPOYck7IDA,,,https://instagram.com/elpasohamburguesas/,,,true,20
el-paso,el-paso-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Dom-Jue 12:00-21:30 · Vie-Sab 12:00-22:00,"Cra. 98 #16-200, nueva plazoleta, Local R11A, C.C. Jardín Plaza, Cali",23900,6,https://menupp.co/elpaso?fbclid=PAZXh0bgNhZW0CMTEAAaacpWhXTNg40z0-tieLeBHZkYCwO3_NEzl0UrHiCTr4ibuv7vhPr4TXVoQ_aem_F4s9r_GwoHLjGPOYck7IDA,,,https://instagram.com/elpasohamburguesas/,3.3807018,-76.5287250,true,30
el-paso,el-paso-flora,La Flora,,Dom-Jue 12:30-21:00 · Vie-Sab 12:30-22:00,"Avenida 3I Norte #51-47, La Flora, Cali",23900,6,https://menupp.co/elpaso?fbclid=PAZXh0bgNhZW0CMTEAAaacpWhXTNg40z0-tieLeBHZkYCwO3_NEzl0UrHiCTr4ibuv7vhPr4TXVoQ_aem_F4s9r_GwoHLjGPOYck7IDA,,,https://instagram.com/elpasohamburguesas/,,,true,40
el-cilindro,el-cilindro-puerto-125,Pance,Puerto 125,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Calle 16A #124-285, Puerto 125, Pance, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,3.3382619,-76.5351225,true,10
el-cilindro,el-cilindro-ciudad-jardin,Ciudad Jardin,Plazuela Municipal,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Calle 15B #103-1, Ciudad Jardín, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,,,true,20
el-cilindro,el-cilindro-granada,Granada,Plazuela Municipal,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Av. 9 Nte #17-27, Granada, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,,,true,30
el-cilindro,el-cilindro-unicentro,Sur,C.C. Unicentro,Dom-Jue 12:00-21:00 · Vie-Sab 12:00-22:00,"Cra. 100 #5-169, Local 504, C.C. Unicentro, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,,,true,40
el-cilindro,el-cilindro-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Dom-Jue 12:00-21:00 · Vie-Sab 12:00-22:00,"Cra. 98 #16-200, Local R2, C.C. Jardín Plaza, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,3.3807018,-76.5287250,true,50
el-cilindro,el-cilindro-parque-del-perro,San Fernando,Parque del Perro,Dom-Mie 12:00-21:30 · Jue 12:00-22:00 · Vie-Sab 12:00-00:00,"Cra. 34 #3A-79B, San Fernando, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,,,true,60
el-cilindro,el-cilindro-chipichape,Norte,C.C. Chipichape,Dom-Jue 12:00-21:00 · Vie-Sab 12:00-22:00,"Calle 38N #6N-45, Local 8-207B, C.C. Chipichape, Cali",43300,6,https://app.menupp.co/restaurant/elcilindro,https://api.whatsapp.com/send/?phone=573155974543&text&type=phone_number&app_absent=0,,https://instagram.com/cilindromunicipalco,,,true,70
uki-fresh-food,uki-fresh-food-puerto-125,Pance,Puerto 125,Dom-Jue 11:00-21:00 · Vie-Sab 11:00-22:00 · Festivos 11:00-21:00,"Cra 125 con Calle 16A, Pance (Local 5), Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,3.3382619,-76.5351225,true,10
uki-fresh-food,uki-fresh-food-pacific-center,Versalles,C.C. Pacific Center,Dom-Jue 11:00-21:00 · Vie-Sab 11:00-22:00 · Festivos 11:00-21:00,"Calle 36N con 6A - 65, 5to piso local 505, C.C. Pacific Center, Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,3.4745539,-76.5280984,true,20
uki-fresh-food,uki-fresh-food-parque-el-triangulo,El Peñon,Parque el Triángulo,Dom-Jue 11:00-21:00 · Vie-Sab 11:00-22:00 · Festivos 11:00-21:00,"Calle 4 #25-49, Parque el Triángulo, Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,,,true,30
uki-fresh-food,uki-fresh-food-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Lun-Dom 11:00-21:00,"Carrera 98 #16-20, 2do piso local R56, C.C. Jardín Plaza, Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,3.3807018,-76.5287250,true,40
uki-fresh-food,uki-fresh-food-granada,Granada,,Dom-Jue 11:00-22:00 · Vie-Sab 11:00-23:00 · Festivos 11:00-22:00,"Av 9a Norte #15A-30, Granada, Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,,,true,50
uki-fresh-food,uki-fresh-food-las-velas,Ciudad Jardin,Las Velas,Dom-Jue 11:00-22:00 · Vie-Sab 11:00-23:00 · Festivos 11:00-22:00,"Carrera 105 #15B-45, Local 1-4, Las Velas, Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,,,true,60
uki-fresh-food,uki-fresh-food-san-fernando,San Fernando,Parque del Perro,Dom-Jue 11:00-22:00 · Vie-Sab 11:00-23:00 · Festivos 11:00-22:00,"Calle 3A #34-09, Parque del Perro, Cali",20300,4,https://menupp.co/aldeaasiatica,https://api.whatsapp.com/send?phone=573126598939&text=Hola!%20Me%20quiero%20comunicar%20con%20el%20servicio%20al%20cliente%20de%20la%20Aldea%20Asi%C3%A1tica%20%F0%9F%A4%97,,https://instagram.com/uki.colombia/,,,true,70
cafe-pintado,cafe-pintado-puerto-125,Pance,Puerto 125,Lun-Vie 13:30-21:00 · Sab-Dom-Fest 11:00-22:00,"Carrera 125 con Calle 16A, Puerto 125, Pance, Cali",10000,4,https://heyzine.com/flip-book/391a0570bc.html?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnwJ_cKbMYDtLhnLmi3bIcRGrAAMnVy7Vjn2BYeBUXsYxqBcrZF6TzYUu9VlY_aem_fSuz2pR0yOT4K_VrO6D0XA,,,https://instagram.com/cafepintado/,3.3382619,-76.5351225,true,10
cafe-pintado,cafe-pintado-pacific-mall,Norte,C.C. Pacific Mall,Lun-Vie 13:30-21:00 · Sab-Dom-Fest 11:00-22:00,"C.C. Pacific Mall, Norte, Cali",10000,4,https://heyzine.com/flip-book/391a0570bc.html?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnwJ_cKbMYDtLhnLmi3bIcRGrAAMnVy7Vjn2BYeBUXsYxqBcrZF6TzYUu9VlY_aem_fSuz2pR0yOT4K_VrO6D0XA,,,https://instagram.com/cafepintado/,3.4742596,-76.5280060,true,20
cafe-pintado,cafe-pintado-unicentro,Sur,C.C. Unicentro,Lun-Vie 13:30-21:00 · Sab-Dom-Fest 11:00-22:00,"C.C. Unicentro, Cali",10000,4,https://heyzine.com/flip-book/391a0570bc.html?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnwJ_cKbMYDtLhnLmi3bIcRGrAAMnVy7Vjn2BYeBUXsYxqBcrZF6TzYUu9VlY_aem_fSuz2pR0yOT4K_VrO6D0XA,,,https://instagram.com/cafepintado/,3.3771820,-76.5394405,true,30
cafe-pintado,cafe-pintado-mallplaza,Sur,C.C. Mallplaza,Lun-Vie 13:30-21:00 · Sab-Dom-Fest 11:00-22:00,"C.C. Mallplaza, Sur, Cali",10000,4,https://heyzine.com/flip-book/391a0570bc.html?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnwJ_cKbMYDtLhnLmi3bIcRGrAAMnVy7Vjn2BYeBUXsYxqBcrZF6TzYUu9VlY_aem_fSuz2pR0yOT4K_VrO6D0XA,,,https://instagram.com/cafepintado/,3.4126349,-76.5487125,true,40
cascanueces,cascanueces-puerto-125,Pance,Puerto 125,Dom-Mie 11:00-21:00 · Jue-Sab 11:00-22:00,"Carrera 125 con Calle 16A, Puerto 125, Pance, Cali",12000,4,,https://wa.me/573043458838,,https://instagram.com/cascanuecesreposteriaartesanal/,3.3382619,-76.5351225,true,10
cascanueces,cascanueces-limonar,Limonar,,Lun-Sab 09:00-19:00 · Dom-Fest 09:00-17:00,"Carrera 62A #9D-47, Santiago de Cali",12000,4,,https://wa.me/573006117942,,https://instagram.com/cascanuecesreposteriaartesanal/,,,true,20
sushi-green,sushi-green-puerto-125,Pance,Puerto 125,,"Carrera 125 con Calle 16A, Puerto 125, Pance, Cali",25000,4,https://www.sushigreen.com.co/,,,,3.3382619,-76.5351225,true,20
sushi-green,sushi-green-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Lun-Jue 11:45-20:45 · Vie-Sab 11:45-21:45 · Dom 11:45-19:30,"Cra. 98 #16-200, C.C. Jardín Plaza, Ciudad Jardín, Cali, Valle del Cauca, Colombia",25000,4,https://www.sushigreen.com.co/,,,,3.3807018,-76.5287250,true,30
sushi-green,sushi-green-pacific-center,Versalles,C.C. Pacific Center,,"Zona Chipichape, Cl. 36 Nte. # 6A - 65, C.C. Pacific Center, Cali, Valle del Cauca, Colombia",25000,4,https://www.sushigreen.com.co/,,,,3.4745539,-76.5280984,true,40
turk-house,turk-house-puerto-125,Pance,Puerto 125,Lun-Jue 11:30-21:00 · Vie-Sab 11:30-22:15 · Dom 11:30-21:45,"Cra 125 #16A-285, Puerto 125, Pance, Cali",20300,4,https://menupp.co/turkhouse,https://wa.me/573175165471,,https://instagram.com/turkhousenyc,3.3382619,-76.5351225,true,10
turk-house,turk-house-unico-outlet,La Flora,C.C. Único Outlet,Lun-Vie 11:30-20:30 · Sab 11:30-21:30 · Dom 11:30-20:30,"C.C. Único Outlet, plazoleta de comidas 2do piso local K 05B, Cali, Valle del Cauca",20300,4,https://menupp.co/turkhouse,https://wa.me/573175165471,,https://instagram.com/turkhousenyc,3.4650348,-76.5002376,true,20
turk-house,turk-house-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Lun-Jue 11:30-21:00 · Vie-Sab 11:30-21:30 · Dom 11:30-21:00,"Cra. 98 #16-200, C.C. Jardín Plaza, Cali",20300,4,https://menupp.co/turkhouse,https://wa.me/573175165471,,https://instagram.com/turkhousenyc,3.3807018,-76.5287250,true,30
turk-house,turk-house-el-penon,El Peñon,,Lun-Jue 11:30-21:45 · Vie-Sab 11:30-22:15 · Dom 11:30-21:45,"Calle 1 Oeste #2-61, El Peñón, Cali",20300,4,https://menupp.co/turkhouse,https://wa.me/573175165471,,https://instagram.com/turkhousenyc,,,true,40
dolce-vicolo,dolce-vicolo-puerto-125,Pance,Puerto 125,,"Carrera 125 con Calle 16A, Puerto 125, Pance, Cali",14000,4,,,,,3.3382619,-76.5351225,true,10
dolce-vicolo,dolce-vicolo-norte,Santa Monica Residencial,,Dom-Jue 13:00-20:00 · Vie-Sab 13:00-22:30,"Avenida 9 Norte #15AN-56, Cali",14000,4,,,,, , ,true,20
la-corte-de-la-carne,la-corte-de-la-carne-puerto-125,Pance,Puerto 125,Lun-Jue 12:00-21:00 · Vie-Sab 12:00-22:30 · Dom 12:00-21:00 · Festivos 12:00-21:00,"Cra 125, Av. La Maria, Puerto 125, Pance, Cali, Valle del Cauca",42000,6,https://menupp.co/lacortedelacarne/venue/Se8ZMLbcnmTwi25FHHgg/menu/eb4f0299-b827-4169-b175-a2261bd595b2,,,https://instagram.com/lacortedelacarne/,3.3382619,-76.5351225,true,10
la-corte-de-la-carne,la-corte-de-la-carne-granada,Granada,,Lun-Jue 12:00-21:00 · Vie-Sab 12:00-22:30 · Dom 12:00-21:00 · Festivos 12:00-21:00,"Av. 9Norte # 9N-10, Granada, Cali, Valle del Cauca",42000,6,https://menupp.co/lacortedelacarne/venue/TbfsroNyBU0WkhX8OstY/menu/96b1ec35-e7e5-4a34-a9db-3fae75007c31,,3117249879,https://instagram.com/lacortedelacarne/,,,true,10
bomberry,bomberry-puerto-125,Pance,Puerto 125,Lun-Mie 15:00-21:00 · Jue 15:00-22:00 · Vie 15:00-22:30 · Sab 14:30-23:00 · Dom 14:00-21:00,"Zona comercial Puerto 125, Cra 125 con Cl. 16A, Pance, Cali, Valle del Cauca",12000,4,https://drive.google.com/file/d/1I-fyIW2AHTJzxPhnF9JTzHW6yfJ3YWmK/view,https://wa.me/573197024264,,https://instagram.com/bomberry.co/,3.3382619,-76.5351225,true,10
el-chuzo-de-nando,el-chuzo-de-nando-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",22000,4,,,,,3.3452491,-76.5344544,true,10
mr-tenders,mr-tenders-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",24000,4,,,,,3.3452491,-76.5344544,true,10
la-propia-burger,la-propia-burger-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",26000,4,,,,,3.3452491,-76.5344544,true,10
vital-bistro,vital-bistro-lago-verde,Pance,Lago Verde,Lun-Dom 08:30-22:00,"Cl. 16A #122-70, Lago Verde, Pance, Cali",22000,4,,,,,3.3452491,-76.5344544,true,10
klub-berry-acai,klub-berry-acai-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",18000,4,,,,,3.3452491,-76.5344544,true,10
palo-mulata,palo-mulata-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",35000,6,,,,,3.3452491,-76.5344544,true,10
la-botella-malecon,la-botella-malecon-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",35000,6,,,,,3.3452491,-76.5344544,true,10
wetsunday,wetsunday-lago-verde,Pance,Lago Verde,,"Cl. 16A #122-70, Lago Verde, Pance, Cali",30000,6,,,,,3.3452491,-76.5344544,true,10
cafe-viajero,cafe-viajero-lago-verde,Pance,Lago Verde,Lun-Jue 12:00-21:30 · Vie-Sab 09:00-23:00 · Dom-Fest 09:00-21:30,"Cl. 16A #122-70, Lago Verde, Pance, Cali",12000,4,,,,https://instagram.com/elcafeviajero.co/,3.3452491,-76.5344544,true,10
cafe-viajero,cafe-viajero-ultimate-padel,Pance,Ultimate Padel,,"Cra. 125 #19-59, Pance, Cali",12000,4,,,,https://instagram.com/elcafeviajero.co/,3.3355739,-76.5508478,true,20
ultimate-padel,ultimate-padel-pance,Pance,,,"Cra. 125 #19-59, Pance, Cali",0,4,,,,https://instagram.com/ultimate.padelclub/,3.3355739,-76.5508478,true,10
mushu,mushu-lago-verde,Pance,Lago Verde,Lun-Dom 13:00-21:00,"Cl. 16A #122-70, Barrio Pance, Cali",5000,4,,,,https://instagram.com/mushu.coo,3.3452491,-76.5344544,true,10
mushu,mushu-miraflores,Miraflores,,Mar-Dom 15:00-20:00 · Lun Cerrado,"Carrera 24e oeste #4-93, B. Miraflores, Cali",5000,4,,,,https://instagram.com/mushu.coo,,,true,20
